input,answer,predict,bleu
"あー 飛び 方 じゃ なく て ゴム に かかっ て と それ で 飛ん じゃっ て そい で 向こう側 に 行け ば よし と し た あのー ゴム 飛び です ね そい で 
",['ゴム 跳び です か \r\n'],['あー そう な ん です か \r\n'],[1.331960397810445e-231]
"あー 飛び 方 じゃ なく て ゴム に かかっ て と それ で 飛ん じゃっ て そい で 向こう側 に 行け ば よし と し た あのー ゴム 飛び です ね そい で ゴム を 
",['懐かしい \r\n'],['あー そう な ん です か \r\n'],[0.0]
"あー 飛び 方 じゃ なく て ゴム に かかっ て と それ で 飛ん じゃっ て そい で 向こう側 に 行け ば よし と し た あのー ゴム 飛び です ね そい で ゴム を こう 2 本 やっ て 今度 は 右左 右左 で 
","['懐かしい です \r\n', 'あー はい はい \r\n', '右左 \r\n', 'うーん \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.506563597699589e-232, 6.506563597699589e-232, 6.506563597699589e-232, 6.506563597699589e-232]"
"あー 飛び 方 じゃ なく て ゴム に かかっ て と それ で 飛ん じゃっ て そい で 向こう側 に 行け ば よし と し た あのー ゴム 飛び です ね そい で ゴム を こう 2 本 やっ て 今度 は 右左 右左 で 何 か 
","['あー \r\n', '右左 \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"い た 
",['二 部 \r\n'],['はい \r\n'],[0.0]
"い た あの わが 校 が 
",['あ はい \r\n'],['あ はい \r\n'],[1.646211035903463e-231]
"い た こと が 
","['はは っ はは \r\n', 'うん ちゃんと \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.2521668413104662e-231, 1.2521668413104662e-231]"
"い た ん です けど も 
",['お やめ に なる って 決め た ん です か \r\n'],['あ そう な ん です か \r\n'],[1.1484186507842885e-231]
"い た ん です けど も 是非 と も ソフトボール 部 に 入れ 
",['あ ソフト 部 へ \r\n'],['あ はい \r\n'],[1.331960397810445e-231]
"い た ん です けど も 是非 と も ソフトボール 部 に 入れ 入れ って 先生 が 
","['うん うーん \r\n', 'ああ \r\n', 'ええ \r\n', 'あー \r\n', 'へえ \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0, 0.0]"
"い まし た 
","['運動 が ねぇ 得意 だっ た ん です ねー \r\n', 'あ あ はい \r\n', 'へえ \r\n', 'ああ 凄い \r\n', 'うん はい あっ はい \r\n', 'へえ \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[8.36692789293538e-232, 8.36692789293538e-232, 8.36692789293538e-232, 8.36692789293538e-232, 8.36692789293538e-232, 8.36692789293538e-232]"
"い まし た の で 
",['滋賀 に いらし た ん です ね \r\n'],['あ そう な ん です ね \r\n'],[1.2395288183339461e-231]
"い 大学 で は ない 
","['あー はい はい はい \r\n', 'ああ \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[5.600203618893332e-232, 5.600203618893332e-232]"
"い 大学 で は ない の で 
","['あ はい \r\n', 'あ そう な ん です か \r\n', 'あっ そー な ん です ねー \r\n', 'わー そう な ん です か \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.5173836349186163e-231, 1.5173836349186163e-231, 1.5173836349186163e-231, 1.5173836349186163e-231]"
"いい 一 日 を 
","['素晴らしい です \r\n', 'え うん \r\n']","['はい \r\n', 'はい \r\n']","[0.0, 0.0]"
"いい 一 日 を 過ごさ せ て 
","['えー 良かっ た です ねー いい 体験 が でき まし た ねー \r\n', 'そう です よ ね \r\n', 'うん 新鮮 な お 話 でし た \r\n', 'はい 楽しく て 良かっ た です \r\n', 'そう です ね はい \r\n', 'そう でし た ね \r\n', 'あー そう だっ た ん です ね \r\n']","['はい あー そう な ん です か \r\n', 'はい あー そう な ん です か \r\n', 'はい あー そう な ん です か \r\n', 'はい あー そう な ん です か \r\n', 'はい あー そう な ん です か \r\n', 'はい あー そう な ん です か \r\n', 'はい あー そう な ん です か \r\n']","[1.0677673287235789e-231, 1.0677673287235789e-231, 1.0677673287235789e-231, 1.0677673287235789e-231, 1.0677673287235789e-231, 1.0677673287235789e-231, 1.0677673287235789e-231]"
"いい 人 と 出会え た こと です ね 
","['うん \r\n', 'はい そう です かー \r\n', 'ええ と 言い ます の は \r\n', 'いい 人 と 出会え た こと ええ \r\n', 'あー そう です か ええ \r\n', 'そう な ん です か \r\n', 'あ はい \r\n', 'ああ はははは っ はい \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.0993189559436124e-231, 1.0993189559436124e-231, 1.0993189559436124e-231, 1.0993189559436124e-231, 1.0993189559436124e-231, 1.0993189559436124e-231, 1.0993189559436124e-231, 1.0993189559436124e-231]"
"いい 企業 に 入っ た な と 
","['うん \r\n', 'うーん ええ ええ \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"いい 企業 に 入っ た な と いう 
",['あー そう です か \r\n'],['あー \r\n'],[0.0]
"いい 企業 に 入っ た な と いう 事 を 
",['あー 嬉しい です ねー \r\n'],['はい \r\n'],[0.0]
"いい 企業 に 入っ た な と いう 事 を 今 で も 
",['あー \r\n'],['あー \r\n'],[0.0]
"いい 企業 に 入っ た な と いう 事 を 今 で も 十分 
",['そう です ね \r\n'],['はい あー そう な ん です ね \r\n'],[1.4488496539373276e-231]
"いい 企業 に 入っ た な と いう 事 を 今 で も 十分 感じ し て おり ます 
","['あー \r\n', '凄い です \r\n', '幸せ です ね そう です か はい \r\n', 'ほんと に そう です ね \r\n', 'はー そう な ん です ね \r\n', 'うん ほんと だ 凄い \r\n', 'そ そう です ね あ \r\n', 'そう な ん です ね \r\n']","['はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n']","[1.1668649349126325e-231, 1.1668649349126325e-231, 1.1668649349126325e-231, 1.1668649349126325e-231, 1.1668649349126325e-231, 1.1668649349126325e-231, 1.1668649349126325e-231, 1.1668649349126325e-231]"
"いい 花 が 
",['あ \r\n'],['はい あー \r\n'],[1.821831989445342e-231]
"いい 花 が 咲き ませ ん の で 
","['そう な ん です ね うーん \r\n', 'あー そう な ん です か ー うーん \r\n', 'あー そう な ん です か はい \r\n', 'そう な ん です か \r\n', 'そー な ん です ね はぁい んー \r\n', 'あ そう な ん です か \r\n', 'わー 手間 が かかる ん です ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.3775436945826382e-231, 1.3775436945826382e-231, 1.3775436945826382e-231, 1.3775436945826382e-231, 1.3775436945826382e-231, 1.3775436945826382e-231, 1.3775436945826382e-231]"
"いいかけ て き ます 
","['あー そう です か \r\n', 'あー そー な ん です ねー \r\n', 'あー \r\n', 'あはっ \r\n', 'あー 可愛い です ね \r\n', 'ふっ そう な ん です か \r\n', 'やー そう な ん です ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.1781018334752768e-231, 1.1781018334752768e-231, 1.1781018334752768e-231, 1.1781018334752768e-231, 1.1781018334752768e-231, 1.1781018334752768e-231, 1.1781018334752768e-231]"
"いう 
","['えー \r\n', 'た うん \r\n', 'あ \r\n', 'えっ \r\n', 'すごい です ねー \r\n', '凄い \r\n', 'そう な ん だ ね \r\n', '日本 と 違う ところ に \r\n', 'そう な ん です かー \r\n', 'へえ \r\n', '何 から 何 まで うん 新鮮 で \r\n', 'ああ \r\n', '昔 は \r\n', 'わ \r\n', 'ああ \r\n', 'そう です ね \r\n', '変わら れ た ん です ね \r\n', 'そう な ん です ね \r\n', 'そう な ん です か \r\n', 'わー \r\n', 'んー \r\n', 'そう です か \r\n', 'あ そう でし た か \r\n', 'なるほど \r\n', 'そう な ん です ね \r\n', 'あー そー な ん です ねー \r\n', 'へー \r\n', 'ああ \r\n', 'いい です \r\n']","['はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n', 'はい あー \r\n']","[8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232, 8.209584415701221e-232]"
"いう うー 気持ち が 
",['ふふっ \r\n'],['はい \r\n'],[0.0]
"いう うー 気持ち が 強く 大学 受験 に つい て は えー 
",['大学 受験 に つい て は \r\n'],['あー そう な ん です ね \r\n'],[1.0003688322288243e-231]
"いう こと が 
","['はあ あ はい \r\n', 'そう です ね \r\n', '望み です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.4488496539373276e-231, 1.4488496539373276e-231, 1.4488496539373276e-231]"
"いう こと が 今 一番 
",['あ \r\n'],['あー \r\n'],[6.702145341854094e-232]
"いう こと が 今 一番 し たい 
","['素敵 です よ ね \r\n', 'あっ \r\n']","['はい \r\n', 'はい \r\n']","[0.0, 0.0]"
"いう こと が 今 一番 し たい こと の 
","['あー 素晴らしい です \r\n', 'そー な ん です ねー \r\n', 'あ そう な ん です か \r\n', 'へえ \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.0204793260220493e-231, 1.0204793260220493e-231, 1.0204793260220493e-231, 1.0204793260220493e-231]"
"いう こと ぐらい です 
","['あー \r\n', 'あ はい \r\n', 'あ \r\n', 'ねー で も \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.2292231698215332e-231, 1.2292231698215332e-231, 1.2292231698215332e-231, 1.2292231698215332e-231]"
"いう こと で 
","['どう さ れ た ん です か \r\n', 'なるほど \r\n', '素晴らしい です \r\n', 'へえ \r\n', 'うーん \r\n', 'そう です よ ねー \r\n', 'なるほど \r\n', 'もう ね \r\n', 'あー いい こと です よ ね \r\n', 'へえ \r\n', 'は あ \r\n', 'はー \r\n', '凄い \r\n', '今度 は はい \r\n', 'あー すごい です ねー \r\n', 'うーん \r\n', 'そう です ね \r\n', 'わっ \r\n', 'うーん \r\n', '工夫 し て \r\n', 'ええ まとめ役 な ん です ね \r\n', 'あ はい \r\n', '凄い です ね へっ へ \r\n', '色々 頼り に さ れ ます ね \r\n', 'そう な ん です か \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232, 1.7202231627215083e-232]"
"いう こと で あのー それ を 
",['じゃあ 体力 \r\n'],['あ はい \r\n'],[1.384292958842266e-231]
"いう こと で あのー それ を ずーっと 
","['その ほう が \r\n', '歩く し \r\n', 'はーあ \r\n']","['うーん \r\n', 'うーん \r\n', 'うーん \r\n']","[4.614309862807554e-232, 4.614309862807554e-232, 4.614309862807554e-232]"
